"Country or Area","Year","Value"
"Portugal","1996","11866.5224135865"
"Portugal","1995","11863.022133925"
"Portugal","1994","11493.1647729527"
"Portugal","1993","11040.8233937646"
"Portugal","1992","11024.9964012123"
"Portugal","1991","10834.9303764926"
"Portugal","1990","10599.4817581936"
"Romania","2014","29101.498838372"
"Romania","2013","29191.884198204"
"Romania","2012","29612.0449638371"
"Romania","2011","29103.712694332"
"Romania","2010","29750.669877696"
"Romania","2009","31949.2870169765"
"Romania","2008","33537.5507405169"
"Romania","2007","34257.4868141058"
"Romania","2006","35480.8785188678"
"Romania","2005","36102.062476496"
"Romania","2004","36332.7137709539"
"Romania","2003","37762.3036977547"
"Romania","2002","37815.8281581869"
"Romania","2001","38303.8426044501"
"Romania","2000","36291.1315956144"
"Romania","1999","35542.5946511613"
"Romania","1998","37069.3177406358"
"Romania","1997","39362.6307016748"
"Romania","1996","42560.8709800098"
"Romania","1995","43002.2946675177"
"Romania","1994","43060.8333223704"
"Romania","1993","44116.8406111296"
"Romania","1992","45874.7728245789"
"Romania","1991","51601.7076598056"
"Romania","1990","62314.7567421458"
"Russian Federation","2014","859101.067596339"
"Russian Federation","2013","856648.068476539"
"Russian Federation","2012","852552.481621696"
"Russian Federation","2011","842543.993580557"
"Russian Federation","2010","827300.14885215"
"Russian Federation","2009","799070.495434016"
"Russian Federation","2008","819537.108753173"
"Russian Federation","2007","817694.587677569"
"Russian Federation","2006","806182.562699162"
"Russian Federation","2005","790311.941662593"
"Russian Federation","2004","777315.958937797"
"Russian Federation","2003","737661.372592713"
"Russian Federation","2002","689309.206365057"
"Russian Federation","2001","661581.711232814"
"Russian Federation","2000","634332.610865134"
"Russian Federation","1999","615217.687290042"
"Russian Federation","1998","614448.449154696"
"Russian Federation","1997","627871.889657435"
"Russian Federation","1996","637618.056003041"
"Russian Federation","1995","655448.422294398"
"Russian Federation","1994","680641.143637547"
"Russian Federation","1993","737770.858518844"
"Russian Federation","1992","794953.160990131"
"Russian Federation","1991","875196.162996812"
"Russian Federation","1990","942383.462118004"
"Slovakia","2014","4363.29112322851"
"Slovakia","2013","4555.86784703824"
"Slovakia","2012","4408.49510534884"
"Slovakia","2011","4788.51272057605"
"Slovakia","2010","4707.52415289806"
"Slovakia","2009","4668.54719152074"
"Slovakia","2008","5120.15578648425"
"Slovakia","2007","4894.01010856053"
"Slovakia","2006","5028.68835754704"
"Slovakia","2005","5184.36933254953"
"Slovakia","2004","5183.93487150681"
"Slovakia","2003","5138.51406858598"
"Slovakia","2002","5237.54381346797"
"Slovakia","2001","5358.10742688496"
"Slovakia","2000","5422.7427246162"
"Slovakia","1999","5657.96959573303"
"Slovakia","1998","5708.46919242492"
"Slovakia","1997","5749.457734349"
"Slovakia","1996","6049.61100679276"
"Slovakia","1995","6132.90650836921"
"Slovakia","1994","5988.53761142181"
"Slovakia","1993","6155.26738815384"
"Slovakia","1992","6553.87787414712"
"Slovakia","1991","6887.8601811054"
"Slovakia","1990","7121.2834186975"
"Slovenia","2014","1978.92047046031"
"Slovenia","2013","2080.22651630495"
"Slovenia","2012","2127.71067150079"
"Slovenia","2011","2182.15441596544"
"Slovenia","2010","2187.90236287205"
"Slovenia","2009","2207.16389844843"
"Slovenia","2008","2247.92799808857"
"Slovenia","2007","2391.90961197287"
"Slovenia","2006","2391.73695756628"
"Slovenia","2005","2437.58307667229"
"Slovenia","2004","2449.21446657268"
"Slovenia","2003","2471.36919403308"
"Slovenia","2002","2515.78600812245"
"Slovenia","2001","2422.01857221348"
"Slovenia","2000","2459.12599911899"
"Slovenia","1999","2373.46242276013"
"Slovenia","1998","2370.50421902455"
"Slovenia","1997","2331.42106935408"
"Slovenia","1996","2338.37240810363"
"Slovenia","1995","2378.69044191864"
"Slovenia","1994","2350.49469278122"
"Slovenia","1993","2353.82832323806"
"Slovenia","1992","2429.87919040936"
"Slovenia","1991","2384.36661489612"
"Slovenia","1990","2471.36093079217"
"Spain","2014","34450.6511625869"
"Spain","2013","34043.956531788"
"Spain","2012","34614.9874675765"
"Spain","2011","35615.1350344722"
"Spain","2010","35291.2127611771"
"Spain","2009","37270.5119828752"
"Spain","2008","35588.3535943915"
"Spain","2007","36422.1025275888"
"Spain","2006","35804.8128583556"
"Spain","2005","35576.2419918783"
"Spain","2004","36137.9677434611"
"Spain","2003","36826.7232000656"
"Spain","2002","36482.1402838537"
"Spain","2001","36310.6338952737"
"Spain","2000","35247.7130225363"
"Spain","1999","34269.9240249584"
"Spain","1998","34044.2064020706"
"Spain","1997","33553.5165538679"
"Spain","1996","32667.3653350493"
"Spain","1995","31370.4074782782"
"Spain","1994","30913.1253878026"
"Spain","1993","30056.5712241291"
"Spain","1992","30128.9391822298"
"Spain","1991","29619.8064908904"
"Spain","1990","29575.3539622042"
"Sweden","2014","5158.27460523819"
"Sweden","2013","5277.9329959555"
"Sweden","2012","5377.20589996254"
"Sweden","2011","5564.02878754298"
"Sweden","2010","5687.88384904194"
"Sweden","2009","5805.53611701953"
"Sweden","2008","5936.88253361973"
"Sweden","2007","6198.31709727474"
"Sweden","2006","6455.72723390608"
"Sweden","2005","6559.35989947183"
"Sweden","2004","6731.72214167272"
"Sweden","2003","6697.65944365526"
"Sweden","2002","6905.54276182783"
"Sweden","2001","7126.72343791621"
"Sweden","2000","7192.46227726898"
"Sweden","1999","7404.10061602602"
"Sweden","1998","7594.95386962024"
"Sweden","1997","7776.31024090937"
"Sweden","1996","7839.9346862074"
"Sweden","1995","7882.64884569976"
"Sweden","1994","7989.14748730005"
"Sweden","1993","8078.73506347173"
"Sweden","1992","8083.24368960871"
"Sweden","1991","7989.38189793243"
"Sweden","1990","7989.91210405711"
"Switzerland","2014","5095.06928368112"
"Switzerland","2013","5095.04936019242"
"Switzerland","2012","5164.95570965621"
"Switzerland","2011","5206.27074742073"
"Switzerland","2010","5271.57952042053"
"Switzerland","2009","5292.02775234507"
"Switzerland","2008","5375.4107335135"
"Switzerland","2007","5296.65119681511"
"Switzerland","2006","5316.96272569942"
"Switzerland","2005","5302.88222527316"
"Switzerland","2004","5285.8499987863"
"Switzerland","2003","5317.73163021896"
"Switzerland","2002","5395.26998565461"
"Switzerland","2001","5429.09432517074"
"Switzerland","2000","5388.96544955272"
"Switzerland","1999","5422.28424062902"
"Switzerland","1998","5523.54865560759"
"Switzerland","1997","5594.1066238157"
"Switzerland","1996","5736.9447004692"
"Switzerland","1995","5776.09283368107"
"Switzerland","1994","5783.90634134274"
"Switzerland","1993","5835.37716229404"
"Switzerland","1992","5943.5191147313"
"Switzerland","1991","6023.58758108533"
"Switzerland","1990","6086.29442897972"
"Turkey","2014","57137.7139091579"
"Turkey","2013","56177.4699248097"
"Turkey","2012","58027.0063963444"
"Turkey","2011","53909.3461767295"
"Turkey","2010","51415.1382065348"
"Turkey","2009","49378.7268313077"
"Turkey","2008","49560.3882549665"
"Turkey","2007","48509.6025985556"
"Turkey","2006","46145.6795228267"
"Turkey","2005","44591.0371768022"
"Turkey","2004","42957.6624479264"
"Turkey","2003","43383.3566407907"
"Turkey","2002","42186.5818252638"
"Turkey","2001","44029.502946249"
"Turkey","2000","44821.5030613892"
"Turkey","1999","44984.1695687879"
"Turkey","1998","43468.3479172528"
"Turkey","1997","43353.8481224517"
"Turkey","1996","44230.7805542568"
"Turkey","1995","43881.318616833"
"Turkey","1994","44126.2636425085"
"Turkey","1993","44556.5476329221"
"Turkey","1992","44659.263861418"
"Turkey","1991","44842.0060781142"
"Turkey","1990","43820.3601995038"
"Ukraine","2014","70341.49779823"
"Ukraine","2013","76562.5268335439"
"Ukraine","2012","80865.701095892"
"Ukraine","2011","85863.5766080093"
"Ukraine","2010","86107.8301161962"
"Ukraine","2009","87087.7692567806"
"Ukraine","2008","94169.6993084897"
"Ukraine","2007","99448.1505922096"
"Ukraine","2006","100145.052387275"
"Ukraine","2005","102337.827256208"
"Ukraine","2004","105294.379477373"
"Ukraine","2003","108659.235719262"
"Ukraine","2002","109282.701351881"
"Ukraine","2001","116709.217869159"
"Ukraine","2000","118474.57628621"
"Ukraine","1999","127576.177018233"
"Ukraine","1998","127849.31785029"
"Ukraine","1997","130581.384834043"
"Ukraine","1996","136462.531350641"
"Ukraine","1995","140557.060825691"
"Ukraine","1994","152153.898575784"
"Ukraine","1993","162409.127835875"
"Ukraine","1992","171038.14623614"
"Ukraine","1991","181262.050249576"
"Ukraine","1990","189322.963464903"
"United Kingdom","2014","53890.8647627838"
"United Kingdom","2013","56195.5118644143"
"United Kingdom","2012","60961.9140389103"
"United Kingdom","2011","63739.8912348792"
"United Kingdom","2010","66694.9389076353"
"United Kingdom","2009","72125.315458803"
"United Kingdom","2008","78550.1722167093"
"United Kingdom","2007","84539.0150829793"
"United Kingdom","2006","88581.9368741875"
"United Kingdom","2005","92488.4413042543"
"United Kingdom","2004","97862.7540762458"
"United Kingdom","2003","102618.540465135"
"United Kingdom","2002","107770.759393659"
"United Kingdom","2001","109992.684875697"
"United Kingdom","2000","114951.354845456"
"United Kingdom","1999","119677.351145818"
"United Kingdom","1998","124554.185183254"
"United Kingdom","1997","127791.871600672"
"United Kingdom","1996","130231.724714821"
"United Kingdom","1995","130927.696076743"
"United Kingdom","1994","128718.699057069"
"United Kingdom","1993","135765.417974994"
"United Kingdom","1992","137621.814117708"
"United Kingdom","1991","138188.478428113"
"United Kingdom","1990","137607.97835943"
"United States of America","2014","730828.659455192"
"United States of America","2013","721475.055605471"
"United States of America","2012","714401.17249108"
"United States of America","2011","717423.690198875"
"United States of America","2010","722410.566141546"
"United States of America","2009","735358.695211077"
"United States of America","2008","738889.54094161"
"United States of America","2007","725974.6403866"
"United States of America","2006","719580.692062306"
"United States of America","2005","717356.20467005"
"United States of America","2004","704886.776627103"
"United States of America","2003","708554.517044191"
"United States of America","2002","706330.241904929"
"United States of America","2001","712676.764973809"
"United States of America","2000","717473.935246073"
"United States of America","1999","723454.873639721"
"United States of America","1998","737821.420619752"
"United States of America","1997","747177.110142734"
"United States of America","1996","762203.846175451"
"United States of America","1995","767943.405720072"
"United States of America","1994","770450.426146208"
"United States of America","1993","764089.671266567"
"United States of America","1992","776869.789751931"
"United States of America","1991","777034.220915012"
"United States of America","1990","773854.896420295"

